Command	Sensor Right	Sensor Left	All	Close	Open	Open	Close	Offset					Motor Right	Motor Left
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
1	0	0	1.25	0.625	0	0	0.625	1	0	0.277778	0	0.277778	0.569444	0.569444
